,Place,Size,Price
1332,"Peakcock Stage, Kayole, Embakasi",234.0, 8500000
1334,"Off B8 - Mombasa Kilifi Highway, Mtwapa, Kilifi South",12141.0, 9000000
1336,"Mandharini Road, Mnarani, Kilifi North",40470.0, 25000000
1340,"Gigiri, Westlands",2023.0, 70000000
1341,"Thome, Roysambu",2024.0, 34000000
1344,"Safaripark Avenue , Thome, Roysambu",2024.0, 35000000
1353,"Central Park Court, North Muthaiga, Muthaiga",2001.0, 55000000
1354,"Trm Drive, Roysambu Area, Roysambu",307.0, 25500000
1356,"Lavington, Dagoretti North",4047.0, 160000000
1361,"Nanyuki, Laikipia East",4047.0, 35000000
1363,"King'ong'o, Nyeri Town, Nyeri Town",50588.0, 300000000
1364,"Juakali - Maiyan Road, Nanyuki, Laikipia East",14165.0, 10500000
1365,"Ragati, Nanyuki, Laikipia East",36423.0, 3500000
1367,"vipingo, Kilifi North",4047.0, 6500000
1368,"Upper Hill, Langata",3549.0, 250000000
1369,"Kinangop, Kinangop",80940.0, 26000000
1370,"Syokimau, Athi River",1020.0, 7900000
1371,"Thika East, Thika East",320.0, 2600000
1372,"Makuyu Nyeri Road, Maragwa, Maragwa",500.0, 320000
1373,"Thika West, Thika West",940.0, 1800000
1374,"Thika, Thika",2000.0, 14900000
1375,"Thika West, Thika West",320.0, 650000
1376,"the rest of Kajiado Central, Kajiado Central",460.0, 370000
1377,"kenyatta rd, Juja, Kiambu Constituency",235.0, 1400000
1379,"Garissa rd, Thika, Thika",1040.0, 1600000
1381,"Kitisuru, Westlands",2023.0, 37000000
1382,"Syokimau, Athi River",506.0, 4000000
1383,"Off Mombasa Road, Athi River Area, Athi River",20235.0, 15000000
1386,"Juja, Kiambu Constituency",8094.0, 60000000
1388,"Mai Mahiu, Naivasha",450.0, 400000
1389,"Karen, Langata",1.0, 80000000
1393,"Maasai rd, Maasai Rd, Ngong, Kajiado North",12950.0, 62000000
1394,"Usiu Road, Thika Road, Thika Road",4047.0, 60000000
1395,"Mirema Road, Thika Road, Thika Road",20235.0, 650000000
1396,"Southern By Pass, Karen, Langata",809.0, 38000000
1397,"Acacia, Kitengela, Kajiado North",121410.0, 165000000
1398,"Ngong -Suswa road, Ngong Suswa road, Ngong, Kajiado North",20234.0, 70000000
1402,"Lavington, Dagoretti North",1.0, 198000000
1404,"Kitengela, Kajiado North",4047.0, 5000000
1405,"Kileleshwa, Dagoretti North",4047.0, 280000000
1408,"Karen, Langata",1.0, 70000000
1409,"Kitisuru, Westlands",4047.0, 95000000
1410,"Nanyuki, Laikipia East",2023.0, 4000000
1411,"Lavington, Dagoretti North",2995.0, 115000000
1416,"Hurlingham, Dagoretti North",3602.0, 480000000
1417,"Nairobi Hardy, Langata",506.0, 30000000
1418,"Pipeline, Embakasi",186.0, 10000000
1419,"Njumbi Rd, Lavington, Dagoretti North",2023.0, 95000000
1420,"South B, Langata",18.0, 5000000
1421,"Riverside Gardens, Riverside, Westlands",3035.0, 250000000
1422,"Kiambu Rd, Ridgeways, Ridgeways",2024.0, 45000000
1423,"lukenya, Athi River",1012.0, 3500000
1424,"Diani Beach, Diani, Msambweni",4047.0, 30000000
1425,"Kitisuru, Westlands",43706.0, 800000000
1426,"Thindigua, Thindigua",3035.0, 70000000
1427,"Upper Hill, Langata",2023.0, 210000000
1428,"Lavington, Dagoretti North",3290.0, 220000000
1429,"Airport Road, Syokimau, Athi River",506.0, 4000000
1430,"Thika Road, Kasarani Area, Kasarani",2024.0, 75000000
1431,"Karuna Close, Westlands Area, Westlands",2024.0, 300000000
1432,"Donholm, Embakasi",2023.0, 40000000
1433,"Kitengela, Kajiado North",1012.0, 6500000
1434,"Katani, Athi River",506.0, 1100000
1435,"Nyali Area, Nyali",1012.0, 16000000
1436,"Nyali Area, Nyali",2024.0, 65000000
1437,"Vipingo, Kikambala, Kilifi South",2024.0, 20000000
1438,"Nyali Area, Nyali",16188.0, 450000000
1440,"Kunde Rd, Lavington, Dagoretti North",2428.0, 135000000
1441,"Zimmermann, Roysambu",500.0, 12000000
1442,"Maraigushu, Longonot, Naivasha",25.0, 97500000
1443,"Kerarapon Road, Karen, Langata",1.0, 25000000
1445,"Kangundo Rd, Joska, Kangundo",12140.0, 350000
1446,"Kisaju, Kajiado Central",506.0, 380000
1448,"Kampala University, Kitengela, Kajiado North",486.0, 1200000
1449,"Migaa Estate Kiambu Rd,Kiambu, Kiambu Road, Kiambu Road",1012.0, 8200000
1451,"Kahawa Sukari, Kiu River Road, Thika Road, Thika Road",1012.0, 6300000
1452,"Isinya - Kisaju, Isinya-Kiserian Road, Isinya, Kajiado North",40469.0, 4500000
1454,"Kiambu Road, Kiambu Road, Kiambu Road",26306.0, 260000000
1457,"Ngong Road, Ngong Road",4047.0, 480000000
1463,"Isinya, Kajiado North",1.0, 980000
1467,"Ruaka, Kiambaa",1012.0, 35000000
1469,"Syokimau, Athi River",1.0, 8000000
1472,"Mombasa Road, Mombasa Road",3.0, 150000000
1478,"Kikambala, Kilifi South",450.0, 3700000
1483,"Likoni, Likoni",4047.0, 50000000
1484,"Nyali Area, Nyali",4047.0, 160000000
1485,"Ukunda, Ukunda",3035.0, 7500000
1486,"Shanzu, Kisauni",1012.0, 9000000
1487,"Watamu, Kilifi North",12141.0, 20000000
1488,"Ukunda, Ukunda",1012.0, 11000000
1489,"Nyali Area, Nyali",4047.0, 100000000
1490,"Near Serena Beach Hotel, Shanzu, Kisauni",1012.0, 17500000
1491,"Mtwapa, Kilifi South",30353.0, 65000000
1492,"Kilifi, Kilifi North",8094.0, 5000000
1493,"the rest of Kwale, the rest of Kwale",80940.0, 33000000
1494,"Malindi Town, Malindi",404700.0, 350000
1495,"Nyali Area, Nyali",3035.0, 150000000
1496,"Diani, Msambweni",4047.0, 10000000
1497,"Malindi Town, Malindi",40470.0, 24000000
1498,"Nyali Area, Nyali",8094.0, 250000000
1499,"Diani, Msambweni",4047.0, 14000000
1500,"Kikambala Near Sun N Sand Beach Hotel, Kikambala, Kilifi South",1012.0, 3800000
1501,"vipingo, Kilifi North",866058.0,0
1502,"Bamburi, Kisauni",2024.0, 4500000
1503,"Mtwapa, Kilifi South",298.0, 2200000
1504,"vipingo, Kilifi North",1012.0, 1800000
1505,"Mombasa CBD, Mombasa CBD",5450.0, 50000000
1506,"Nyali Area, Nyali",2024.0, 50000000
1507,"Kikambala, Kilifi South",2024.0, 12000000
1508,"Mtepeni Area, Mtwapa, Kilifi South",8094.0, 25000000
1509,"Mount Kenya Road, Nyali Area, Nyali",4047.0, 88000000
1510,"2, Runda Grove, Runda, Westlands",4043.0, 95000000
1511,"Galu kinondo, Diani Beach Road, Diani, Msambweni",505.0, 750000
1512,"Riverside, Westlands",2025.0, 160000000
1513,"Old Muthaiga, Muthaiga",8093.0, 360000000
1514,"Diani Beach Road , Diani Beach Road , Diani, Msambweni",9105.0, 180000000
1515,"Off North Airport Road, Industrial Area, Embakasi",4047.0, 95000000
1516,"Kibiko, Ngong, Kajiado North",1012.0, 4000000
1517,"4, Bogani Road, Karen, Langata",4046.0, 80000000
